Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Runtime,View Rating,IMDb Score,Awards Received,Awards Nominated For,Release Date,Netflix Release Date,Korean content
Dream High,Comedy,TV Dramas,Korean,Series,7.6,1.176450742240216,10.502906976744185,7.6,2.0,15.0,2011-07-31 00:00:00.000000000,2018-06-26 00:00:00.000000000,True
Nice Guy,Drama,TV Dramas,English,Series,8.2,1.176450742240216,10.502906976744185,6.4,0.0,1.0,2013-07-10 02:46:41.879537152,2018-06-26 00:00:00.000000000,True
Dream High 2,Comedy,TV Dramas,Korean,Series,7.6,1.176450742240216,10.502906976744185,7.6,2.0,15.0,2011-07-31 00:00:00.000000000,2018-06-26 00:00:00.000000000,True
Hotel Transylvania,Comedy,TV Comedies,English,Series,7.4,1.176450742240216,10.502906976744185,5.4,4.0,12.0,2017-06-04 00:00:00.000000000,2018-06-25 00:00:00.000000000,False
BAKI,Action,Anime Series,Japanese,Series,6.5,1.176450742240216,10.502906976744185,6.7,0.0,1.0,2018-12-18 00:00:00.000000000,2018-06-25 00:00:00.000000000,False
"To Each, Her Own",Drama,Comedies,French,Movie,6.9,1.176450742240216,10.502906976744185,5.3,0.0,0.0,2018-06-24 00:00:00.000000000,2018-06-24 00:00:00.000000000,False
In Darkness,Thriller,International Movies,"English, Serbo-Croatian, Russian",Movie,2.7,1.176450742240216,10.502906976744185,5.8,0.0,0.0,2018-05-25 00:00:00.000000000,2018-06-23 00:00:00.000000000,False
Derren Brown: Miracle,Documentary,International Movies,English,Movie,8.7,1.176450742240216,10.502906976744185,7.8,0.0,0.0,2011-04-24 00:00:00.000000000,2018-06-22 00:00:00.000000000,False
Brain on Fire,Drama,Dramas,English,Movie,1.9,1.176450742240216,10.502906976744185,6.6,0.0,0.0,2018-06-22 00:00:00.000000000,2018-06-22 00:00:00.000000000,False
Cooking on High,Game-Show,US TV Shows,English,Series,7.2,1.176450742240216,10.502906976744185,4.9,0.0,0.0,2018-06-22 00:00:00.000000000,2018-06-22 00:00:00.000000000,False
Full House,Comedy,TV Comedies,Korean,Series,7.0,1.176450742240216,10.502906976744185,7.9,2.0,2.0,2004-07-14 00:00:00.000000000,2018-06-22 00:00:00.000000000,True
Us and Them,Drama,Dramas,Mandarin,Movie,6.9,1.176450742240216,10.502906976744185,7.4,4.0,20.0,2018-06-22 00:00:00.000000000,2018-06-22 00:00:00.000000000,False
Who Are You: School 2015,Drama,TV Dramas,Korean,Series,8.2,1.176450742240216,10.502906976744185,7.7,6.0,5.0,2015-04-27 00:00:00.000000000,2018-06-19 00:00:00.000000000,True
Hannah Gadsby: Nanette,Comedy,Comedies,English,Movie,4.6,1.176450742240216,10.502906976744185,8.3,3.0,4.0,2018-06-19 00:00:00.000000000,2018-06-19 00:00:00.000000000,False
Cinderella and the Four Knights,Comedy,TV Dramas,Korean,Series,7.4,1.176450742240216,10.502906976744185,7.4,3.0,1.0,2016-08-12 00:00:00.000000000,2018-06-19 00:00:00.000000000,True
Unsolved,Crime,TV Dramas,English,Series,5.7,1.176450742240216,10.502906976744185,7.9,1.0,4.0,2018-02-27 00:00:00.000000000,2018-06-18 00:00:00.000000000,False
Club de Cuervos Presents: The Ballad of Hugo Sánchez,Drama,TV Comedies,Spanish,Series,7.9,1.176450742240216,10.502906976744185,6.5,1.0,0.0,2018-06-17 00:00:00.000000000,2018-06-17 00:00:00.000000000,False
Passengers,Drama,Dramas,"English, Spanish, Japanese, French",Movie,2.3,1.176450742240216,10.502906976744185,7.0,1.0,12.0,2016-12-21 00:00:00.000000000,2018-06-16 00:00:00.000000000,False
Maktub,Drama,Comedies,Hebrew,Movie,8.7,1.176450742240216,10.502906976744185,7.4,4.0,1.0,2017-10-05 00:00:00.000000000,2018-06-15 00:00:00.000000000,False
Sundays Illness,Drama,Dramas,"Spanish, French",Movie,7.5,1.176450742240216,10.502906976744185,6.9,7.0,12.0,2018-06-15 00:00:00.000000000,2018-06-15 00:00:00.000000000,False
Set It Up,Comedy,Comedies,English,Movie,3.6,1.176450742240216,10.502906976744185,6.5,0.0,0.0,2018-06-15 00:00:00.000000000,2018-06-15 00:00:00.000000000,False
Sweet Country,Drama,Dramas,"English, Aboriginal",Movie,5.5,1.176450742240216,10.502906976744185,6.9,22.0,29.0,2018-04-06 00:00:00.000000000,2018-06-15 00:00:00.000000000,False
Lust Stories,Drama,Comedies,"Hindi, English",Movie,4.3,1.176450742240216,10.502906976744185,6.5,0.0,2.0,2018-06-15 00:00:00.000000000,2018-06-15 00:00:00.000000000,False
The last hour,Drama,Dramas,Spanish,Movie,7.9,1.176450742240216,10.502906976744185,6.3,0.0,0.0,2018-06-15 00:00:00.000000000,2018-06-15 00:00:00.000000000,False
Pacificum: Return to the Ocean,Documentary,Documentaries,Spanish,Movie,8.3,1.176450742240216,10.502906976744185,6.6,0.0,0.0,2017-09-28 00:00:00.000000000,2018-06-15 00:00:00.000000000,False
Marlon,Comedy,TV Comedies,English,Series,6.8,1.176450742240216,10.502906976744185,7.0,0.0,4.0,2017-08-16 00:00:00.000000000,2018-06-14 00:00:00.000000000,False
Dunkirk,Drama,Dramas,"English, French, German",Movie,4.4,1.176450742240216,10.502906976744185,7.8,64.0,228.0,2017-07-21 00:00:00.000000000,2018-06-14 00:00:00.000000000,False
Champions,Comedy,TV Comedies,English,Series,6.5,1.176450742240216,10.502906976744185,6.1,0.0,0.0,2018-03-08 00:00:00.000000000,2018-06-12 00:00:00.000000000,False
Franco Escamilla: Por la anécdota,Comedy,Comedies,Spanish,Movie,8.3,1.176450742240216,10.502906976744185,6.9,0.0,0.0,2018-06-08 00:00:00.000000000,2018-06-08 00:00:00.000000000,False
Alis Wedding,Drama,Comedies,"English, Arabic, Persian",Movie,6.6,1.176450742240216,10.502906976744185,6.9,8.0,23.0,2018-06-08 00:00:00.000000000,2018-06-08 00:00:00.000000000,False
The Hollow,Drama,TV Shows,English,Series,6.9,1.176450742240216,10.502906976744185,7.2,0.0,7.0,2018-06-08 00:00:00.000000000,2018-06-08 00:00:00.000000000,False
Enemigo íntimo,Drama,TV Dramas,Spanish,Series,8.6,1.176450742240216,10.502906976744185,7.4,0.0,0.0,2018-02-21 00:00:00.000000000,2018-06-08 00:00:00.000000000,False
Alex Strangelove,Drama,Comedies,English,Movie,3.4,1.176450742240216,10.502906976744185,6.3,0.0,0.0,2018-06-08 00:00:00.000000000,2018-06-08 00:00:00.000000000,False
Le talent de mes amis,Comedy,Comedies,French,Movie,7.4,1.176450742240216,10.502906976744185,5.1,0.0,0.0,2015-12-11 00:00:00.000000000,2018-06-07 00:00:00.000000000,False
Healer,Drama,TV Dramas,English,Series,8.4,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2017-06-23 00:00:00.000000000,2018-06-07 00:00:00.000000000,True
Dirt,Romance,Dramas,English,Movie,7.5,1.176450742240216,10.502906976744185,6.2,0.0,0.0,2017-09-01 00:00:00.000000000,2018-06-07 00:00:00.000000000,False
The Lamb,Comedy,US Movies,English,Movie,4.0,1.176450742240216,10.502906976744185,6.3,1.0,6.0,2017-11-17 00:00:00.000000000,2018-06-04 00:00:00.000000000,False
Lady Bird,Drama,Comedies,"English, Spanish",Movie,4.5,1.176450742240216,10.502906976744185,7.4,116.0,224.0,2017-12-01 00:00:00.000000000,2018-06-04 00:00:00.000000000,False
Monkey Twins,Action,TV Shows,Thai,Series,8.4,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2016-02-25 00:00:00.000000000,2018-06-03 00:00:00.000000000,False
"José José, el príncipe de la canción",Documentary,TV Dramas,Spanish,Series,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2013-07-10 02:46:41.879537152,2018-06-01 00:00:00.000000000,False
November 13: Attack on Paris,Documentary,Documentaries,French,Series,8.0,1.176450742240216,10.502906976744185,8.3,0.0,0.0,2018-06-01 00:00:00.000000000,2018-06-01 00:00:00.000000000,False
Outside In,Mystery,Dramas,English,Movie,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2013-07-10 02:46:41.879537152,2018-06-01 00:00:00.000000000,False
5 Fingers for Marseilles,Drama,Dramas,"Xhosa, Southern Sotho, English, Afrikaans",Movie,8.1,1.176450742240216,10.502906976744185,6.2,8.0,12.0,2018-09-07 00:00:00.000000000,2018-06-01 00:00:00.000000000,False
Pedal the World,Documentary,Documentaries,"German, English",Movie,7.1,1.176450742240216,10.502906976744185,5.0,0.0,0.0,2015-10-29 00:00:00.000000000,2018-06-01 00:00:00.000000000,False
The Break with Michelle Wolf,Comedy,TV Comedies,English,Series,6.7,1.176450742240216,10.502906976744185,5.2,0.0,0.0,2018-05-27 00:00:00.000000000,2018-05-27 00:00:00.000000000,False
Saras Notebook,Drama,Dramas,"Spanish, French, Swahili, English, Italian",Movie,6.7,1.176450742240216,10.502906976744185,5.9,1.0,0.0,2018-02-02 00:00:00.000000000,2018-05-26 00:00:00.000000000,False
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Comedy,Comedies,English,Movie,8.2,1.176450742240216,10.502906976744185,7.1,0.0,5.0,2018-05-25 00:00:00.000000000,2018-05-25 00:00:00.000000000,False
Ibiza,Comedy,Comedies,Dutch,Movie,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2013-07-10 02:46:41.879537152,2018-05-25 00:00:00.000000000,False
Tig Notaro Happy To Be Here,Comedy,Comedies,English,Movie,8.6,1.176450742240216,10.502906976744185,6.7,0.0,0.0,2018-05-22 00:00:00.000000000,2018-05-22 00:00:00.000000000,False
Catching Feelings,Drama,Comedies,English,Movie,8.7,1.176450742240216,10.502906976744185,5.6,0.0,1.0,2018-05-18 00:00:00.000000000,2018-05-18 00:00:00.000000000,False
Cargo,Action,Horror Movies,"English, Zulu",Movie,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2020-11-15 00:00:00.000000000,2018-05-18 00:00:00.000000000,False
Oh My Venus,Drama,TV Comedies,Korean,Series,7.2,1.176450742240216,10.502906976744185,7.9,2.0,6.0,2015-11-16 00:00:00.000000000,2018-05-18 00:00:00.000000000,True
The Producers,Drama,TV Dramas,Korean,Series,8.2,1.176450742240216,10.502906976744185,7.3,6.0,6.0,2015-05-15 00:00:00.000000000,2018-05-18 00:00:00.000000000,True
Uncontrollably Fond,Drama,TV Dramas,Korean,Series,8.0,1.176450742240216,10.502906976744185,7.8,0.0,2.0,2016-07-06 00:00:00.000000000,2018-05-16 00:00:00.000000000,True
Food on the Go,Documentary,Documentaries,"English, Spanish, Italian",Movie,8.0,1.176450742240216,10.502906976744185,6.2,1.0,0.0,2018-05-10 00:00:00.000000000,2018-05-16 00:00:00.000000000,False
Love in the Moonlight,Drama,TV Comedies,Korean,Series,7.9,1.176450742240216,10.502906976744185,7.9,17.0,7.0,2016-08-15 00:00:00.000000000,2018-05-15 00:00:00.000000000,True
Bigfoot Junior,Comedy,Comedies,English,Movie,5.6,1.176450742240216,10.502906976744185,6.1,0.0,0.0,2018-05-01 00:00:00.000000000,2018-05-15 00:00:00.000000000,False
Hwarang,Drama,TV Dramas,Korean,Series,7.9,1.176450742240216,10.502906976744185,8.0,2.0,0.0,2016-12-19 00:00:00.000000000,2018-05-15 00:00:00.000000000,True
Ali Wong: Hard Knock Wife,Comedy,Comedies,English,Movie,7.4,1.176450742240216,10.502906976744185,7.4,0.0,0.0,2018-05-13 00:00:00.000000000,2018-05-13 00:00:00.000000000,False
Spivak,Comedy,Comedies,English,Movie,7.9,1.176450742240216,10.502906976744185,5.5,0.0,0.0,2018-05-11 00:00:00.000000000,2018-05-12 00:00:00.000000000,False
The Kissing Booth,Comedy,Comedies,English,Movie,1.9,1.176450742240216,10.502906976744185,6.0,1.0,2.0,2018-05-11 00:00:00.000000000,2018-05-11 00:00:00.000000000,False
Evil Genius,History,Documentaries,English,Series,8.7,1.176450742240216,10.502906976744185,7.8,0.0,0.0,2017-08-01 00:00:00.000000000,2018-05-11 00:00:00.000000000,False
The Who Was? Show,Comedy,TV Comedies,English,Series,8.0,1.176450742240216,10.502906976744185,6.6,1.0,5.0,2018-05-11 00:00:00.000000000,2018-05-11 00:00:00.000000000,False
Safe,Drama,TV Dramas,English,Series,7.9,1.176450742240216,10.502906976744185,6.6,5.0,15.0,2018-08-24 00:00:00.000000000,2018-05-10 00:00:00.000000000,False
The Birth Reborn,Documentary,Documentaries,Portuguese,Movie,8.9,1.176450742240216,10.502906976744185,8.0,0.0,0.0,2013-08-09 00:00:00.000000000,2018-05-10 00:00:00.000000000,False
Hari Kondabolu: Warn Your Relatives,Comedy,Comedies,English,Movie,8.7,1.176450742240216,10.502906976744185,6.4,0.0,0.0,2018-05-08 00:00:00.000000000,2018-05-08 00:00:00.000000000,False
13 Reasons Why: Beyond the Reasons,Documentary,Documentaries,English,Series,8.1,1.176450742240216,10.502906976744185,7.9,0.0,0.0,2017-03-31 00:00:00.000000000,2018-05-08 00:00:00.000000000,False
Annabelle: Creation,Thriller,US Movies,"English, Spanish",Movie,3.3,1.176450742240216,10.502906976744185,6.5,1.0,7.0,2017-08-11 00:00:00.000000000,2018-05-08 00:00:00.000000000,False
Pup Star: World Tour,Comedy,Comedies,English,Movie,7.1,1.176450742240216,10.502906976744185,4.4,0.0,0.0,2018-05-05 00:00:00.000000000,2018-05-05 00:00:00.000000000,False
Dany Boon: Des Hauts De France,Comedy,Comedies,French,Movie,8.0,1.176450742240216,10.502906976744185,6.0,0.0,0.0,2018-05-04 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
Family Blood,Thriller,Horror Movies,English,Movie,5.0,1.176450742240216,10.502906976744185,4.2,0.0,0.0,2018-05-04 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
Anon,Thriller,Dramas,English,Movie,2.5,1.176450742240216,10.502906976744185,6.1,0.0,0.0,2018-05-04 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
End Game,Documentary,Documentaries,"English, Persian",Movie,7.7,1.176450742240216,10.502906976744185,7.1,0.0,2.0,2018-05-04 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
The Rain,Drama,TV Dramas,Danish,Series,3.1,1.176450742240216,10.502906976744185,6.3,0.0,4.0,2018-05-04 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
Busted!,Music,Music,English,Series,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2018-01-05 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
Forgive Us Our Debts,Drama,Dramas,Italian,Movie,6.6,1.176450742240216,10.502906976744185,6.0,0.0,0.0,2018-05-04 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
A Little Help with Carol Burnett,Talk-Show,TV Comedies,English,Series,8.0,1.176450742240216,10.502906976744185,6.3,0.0,5.0,2018-05-04 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
Mohamed Dubois,Comedy,Comedies,French,Movie,6.7,1.176450742240216,10.502906976744185,5.0,0.0,0.0,2013-05-01 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
Thi Mai,Comedy,Comedies,"Spanish, English, Vietnamese",Movie,5.9,1.176450742240216,10.502906976744185,6.0,0.0,0.0,2018-01-12 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
Lo más sencillo es complicarlo todo,Comedy,Comedies,Spanish,Movie,6.2,1.176450742240216,10.502906976744185,3.8,0.0,0.0,2018-01-26 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
No Estoy Loca,Drama,Comedies,Spanish,Movie,7.4,1.176450742240216,10.502906976744185,5.6,0.0,0.0,2018-01-04 00:00:00.000000000,2018-05-04 00:00:00.000000000,False
Barbie Dreamhouse Adventures,Comedy,TV Shows,English,Series,8.2,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2018-05-03 00:00:00.000000000,2018-05-03 00:00:00.000000000,False
Jailbreak,Comedy,Action & Adventure,"Khmer, English, French",Movie,7.3,1.176450742240216,10.502906976744185,5.4,2.0,1.0,2017-09-29 00:00:00.000000000,2018-05-02 00:00:00.000000000,False
John Mulaney: Kid Gorgeous at Radio City,Comedy,Comedies,English,Movie,6.4,1.176450742240216,10.502906976744185,8.0,0.0,0.0,2018-05-01 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
Sometimes,Drama,Dramas,Tamil,Movie,8.3,1.176450742240216,10.502906976744185,7.2,0.0,0.0,2018-04-30 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
Crossroads,Drama,Dramas,English,Movie,3.3,1.176450742240216,10.502906976744185,7.1,1.0,0.0,1986-03-14 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
Pilgrimage,Drama,Dramas,"English, Irish, French, Latin",Movie,5.8,1.176450742240216,10.502906976744185,5.8,1.0,3.0,2017-08-11 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
Another,Drama,TV Shows,Japanese,Series,3.8,1.176450742240216,10.502906976744185,7.6,0.0,0.0,2012-01-09 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
The Clapper,Drama,Comedies,English,Movie,3.3,1.176450742240216,10.502906976744185,5.1,0.0,1.0,2018-01-26 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
Toc Toc,Comedy,Comedies,Spanish,Movie,3.3,1.176450742240216,10.502906976744185,6.8,0.0,1.0,2017-10-06 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
Simon,Thriller,TV Shows,English,Series,7.4,1.176450742240216,10.502906976744185,4.9,0.0,0.0,2017-02-01 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
Swept Away,Comedy,Comedies,"English, Greek, Italian",Movie,1.0,1.176450742240216,10.502906976744185,3.6,8.0,8.0,2002-10-11 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
Darc,Action,Action & Adventure,"English, Japanese",Movie,5.3,1.176450742240216,10.502906976744185,5.8,1.0,1.0,2018-05-01 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
My Perfect Romance,Romance,Romantic Movies,English,Movie,6.0,1.176450742240216,10.502906976744185,4.6,0.0,0.0,2018-05-06 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
Pocoyo Halloween: Spooky Movies,Short,TV Shows,English,Movie,8.8,1.176450742240216,10.502906976744185,7.7,0.0,0.0,2015-10-01 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
The Carter Effect,Documentary,Documentaries,English,Movie,6.8,1.176450742240216,10.502906976744185,7.1,0.0,1.0,2018-04-23 00:00:00.000000000,2018-05-01 00:00:00.000000000,False
The Price of Success,Drama,Dramas,French,Movie,7.8,1.176450742240216,10.502906976744185,5.8,0.0,1.0,2017-08-30 00:00:00.000000000,2018-04-30 00:00:00.000000000,False
Black Crows,Drama,TV Dramas,"Arabic, French, English",Series,7.7,1.176450742240216,10.502906976744185,5.6,0.0,0.0,2017-05-27 00:00:00.000000000,2018-04-30 00:00:00.000000000,False
Superstition,Drama,TV Dramas,English,Series,6.7,1.176450742240216,10.502906976744185,5.2,0.0,0.0,2017-10-20 00:00:00.000000000,2018-04-29 00:00:00.000000000,False
Billu,Drama,Dramas,"Hindi, Awadhi",Movie,3.0,1.176450742240216,10.502906976744185,6.2,0.0,0.0,2009-02-13 00:00:00.000000000,2018-04-28 00:00:00.000000000,False
Signal,Drama,TV Dramas,Korean,Series,7.2,1.176450742240216,10.502906976744185,8.6,6.0,7.0,2016-01-22 00:00:00.000000000,2018-04-28 00:00:00.000000000,True
The Rachel Divide,Documentary,Documentaries,English,Movie,7.3,1.176450742240216,10.502906976744185,6.2,0.0,1.0,2018-04-27 00:00:00.000000000,2018-04-27 00:00:00.000000000,False
Candy Jar,Comedy,Dramas,English,Movie,6.0,1.176450742240216,10.502906976744185,5.8,0.0,0.0,2018-04-27 00:00:00.000000000,2018-04-27 00:00:00.000000000,False
The New Legends of Monkey,Comedy,TV Shows,English,Series,6.5,1.176450742240216,10.502906976744185,6.5,2.0,8.0,2018-04-28 00:00:00.000000000,2018-04-27 00:00:00.000000000,False
The Week Of,Comedy,Comedies,English,Movie,2.0,1.176450742240216,10.502906976744185,5.2,0.0,0.0,2018-04-27 00:00:00.000000000,2018-04-27 00:00:00.000000000,False
Bobby Kennedy for President,Drama,Documentaries,English,Series,8.4,1.176450742240216,10.502906976744185,8.2,0.0,2.0,2018-04-27 00:00:00.000000000,2018-04-27 00:00:00.000000000,False
Holy Goalie,Comedy,Comedies,Spanish,Movie,7.0,1.176450742240216,10.502906976744185,5.3,0.0,0.0,2018-04-27 00:00:00.000000000,2018-04-27 00:00:00.000000000,False
Happy!,Comedy,TV Comedies,English,Series,4.1,1.176450742240216,10.502906976744185,8.2,0.0,0.0,2017-12-06 00:00:00.000000000,2018-04-26 00:00:00.000000000,False
Enissa Amani: Ehrenwort,Comedy,Comedies,German,Movie,7.7,1.176450742240216,10.502906976744185,5.5,0.0,0.0,2018-04-26 00:00:00.000000000,2018-04-26 00:00:00.000000000,False
Psychokinesis,Comedy,Comedies,Korean,Movie,6.1,1.176450742240216,10.502906976744185,5.9,0.0,1.0,2018-04-25 00:00:00.000000000,2018-04-25 00:00:00.000000000,True
Bill Nye: Science Guy,Documentary,Documentaries,English,Movie,8.4,1.176450742240216,10.502906976744185,6.3,0.0,1.0,2017-03-12 00:00:00.000000000,2018-04-24 00:00:00.000000000,False
Kevin James: Never Dont Give Up,Comedy,Comedies,English,Movie,7.1,1.176450742240216,10.502906976744185,6.1,0.0,0.0,2018-04-24 00:00:00.000000000,2018-04-24 00:00:00.000000000,False
Main Hoon Na,Drama,Comedies,Hindi,Movie,3.8,1.176450742240216,10.502906976744185,7.0,10.0,36.0,2004-04-30 00:00:00.000000000,2018-04-24 00:00:00.000000000,False
Luis Miguel - The Series,Drama,TV Dramas,Spanish,Series,7.6,1.176450742240216,10.502906976744185,8.1,3.0,4.0,2013-07-10 02:46:41.879537152,2018-04-23 00:00:00.000000000,False
The Letdown,Comedy,TV Dramas,English,Series,7.4,1.176450742240216,10.502906976744185,7.5,3.0,5.0,2017-10-25 00:00:00.000000000,2018-04-21 00:00:00.000000000,False
Dude,Drama,Comedies,English,Movie,4.0,1.176450742240216,10.502906976744185,5.1,0.0,0.0,2018-04-20 00:00:00.000000000,2018-04-20 00:00:00.000000000,False
Aggretsuko,Comedy,TV Shows,Japanese,Series,8.7,1.176450742240216,10.502906976744185,8.3,0.0,0.0,2016-04-02 00:00:00.000000000,2018-04-20 00:00:00.000000000,False
Kodachrome,Drama,Comedies,English,Movie,3.2,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2018-04-20 00:00:00.000000000,2018-04-20 00:00:00.000000000,False
Mercury 13,Documentary,Documentaries,English,Movie,8.7,1.176450742240216,10.502906976744185,6.8,0.0,1.0,2018-04-20 00:00:00.000000000,2018-04-20 00:00:00.000000000,False
Spy Kids: Mission Critical,Drama,TV Shows,English,Series,7.2,1.176450742240216,10.502906976744185,4.7,0.0,1.0,2018-04-20 00:00:00.000000000,2018-04-20 00:00:00.000000000,False
Mom and Dad,Comedy,Comedies,"English, Chinese",Movie,2.9,1.176450742240216,10.502906976744185,5.5,1.0,2.0,2018-03-09 00:00:00.000000000,2018-04-19 00:00:00.000000000,False
The Chalet,Drama,TV Dramas,French,Series,5.7,1.176450742240216,10.502906976744185,7.0,0.0,0.0,2018-04-17 00:00:00.000000000,2018-04-17 00:00:00.000000000,False
The Honeymoon Stand Up Special,Comedy,TV Comedies,English,Series,8.2,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2018-04-17 00:00:00.000000000,2018-04-17 00:00:00.000000000,False
Team Chocolate,Drama,TV Dramas,Flemish,Series,8.6,1.176450742240216,10.502906976744185,7.4,0.0,0.0,2017-09-10 00:00:00.000000000,2018-04-15 00:00:00.000000000,False
Beyond Skyline,Action,Action & Adventure,"English, Indonesian",Movie,2.8,1.176450742240216,10.502906976744185,5.3,0.0,0.0,2017-12-15 00:00:00.000000000,2018-04-15 00:00:00.000000000,False
Monty Python and the Holy Grail,Comedy,Comedies,"English, French, Latin",Movie,4.5,1.176450742240216,10.502906976744185,8.2,3.0,3.0,1975-05-25 00:00:00.000000000,2018-04-14 00:00:00.000000000,False
Monty Pythons Life of Brian,Comedy,Comedies,"English, Latin",Movie,4.2,1.176450742240216,10.502906976744185,8.1,0.0,0.0,1979-08-17 00:00:00.000000000,2018-04-14 00:00:00.000000000,False
Hungerford,Action,International Movies,English,Movie,5.4,1.176450742240216,10.502906976744185,3.8,3.0,2.0,2018-04-15 00:00:00.000000000,2018-04-14 00:00:00.000000000,False
The Darkest Dawn,Action,Action & Adventure,English,Movie,6.1,1.176450742240216,10.502906976744185,4.1,1.0,0.0,2018-04-15 00:00:00.000000000,2018-04-14 00:00:00.000000000,False
Monty Pythons Flying Circus,Comedy,TV Comedies,"English, Arabic, French, German, Italian, Mandarin, Spanish",Series,4.4,1.176450742240216,10.502906976744185,8.8,4.0,7.0,1969-10-05 00:00:00.000000000,2018-04-14 00:00:00.000000000,False
Sword Art Online Alternative: Gun Gale Online,Action,Anime Series,Japanese,Series,7.6,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2018-04-08 00:00:00.000000000,2018-04-14 00:00:00.000000000,False
Something in the Rain,Drama,TV Dramas,Korean,Series,7.2,1.176450742240216,10.502906976744185,8.1,3.0,5.0,2018-03-30 00:00:00.000000000,2018-04-13 00:00:00.000000000,True
I Am not an Easy Man,Comedy,Comedies,French,Movie,3.1,1.176450742240216,10.502906976744185,6.3,1.0,0.0,2018-04-13 00:00:00.000000000,2018-04-13 00:00:00.000000000,False
Lost in Space,Drama,TV Dramas,English,Series,3.6,1.176450742240216,10.502906976744185,7.3,5.0,21.0,2018-04-13 00:00:00.000000000,2018-04-13 00:00:00.000000000,False
Come Sunday,Drama,Dramas,English,Movie,7.2,1.176450742240216,10.502906976744185,6.0,0.0,0.0,2018-04-13 00:00:00.000000000,2018-04-13 00:00:00.000000000,False
Pickpockets,Drama,Dramas,Spanish,Movie,6.2,1.176450742240216,10.502906976744185,5.4,0.0,0.0,2018-04-12 00:00:00.000000000,2018-04-12 00:00:00.000000000,False
Phir Bhi Dil Hai Hindustani,Drama,Comedies,Hindi,Movie,4.5,1.176450742240216,10.502906976744185,6.2,1.0,3.0,2000-01-21 00:00:00.000000000,2018-04-12 00:00:00.000000000,False
Paheli,Drama,Dramas,Hindi,Movie,3.0,1.176450742240216,10.502906976744185,6.5,4.0,11.0,2005-06-24 00:00:00.000000000,2018-04-12 00:00:00.000000000,False
Greg Davies: You Magnificent Beast,Comedy,Comedies,English,Movie,7.7,1.176450742240216,10.502906976744185,7.2,0.0,0.0,2018-04-10 00:00:00.000000000,2018-04-10 00:00:00.000000000,False
AMO,Crime,TV Dramas,"Filipino, Tagalog",Series,8.1,1.176450742240216,10.502906976744185,6.5,0.0,0.0,2018-04-09 00:00:00.000000000,2018-04-09 00:00:00.000000000,False
Forest of Piano,Drama,Anime Series,Japanese,Series,8.2,1.176450742240216,10.502906976744185,7.1,0.0,0.0,2018-04-09 00:00:00.000000000,2018-04-09 00:00:00.000000000,False
Megalo Box,Action,Anime Series,"Japanese, English",Series,7.8,1.176450742240216,10.502906976744185,7.8,0.0,8.0,2018-04-01 00:00:00.000000000,2018-04-07 00:00:00.000000000,False
Amateur,Drama,Dramas,English,Movie,6.1,1.176450742240216,10.502906976744185,5.9,0.0,0.0,2018-04-06 00:00:00.000000000,2018-04-06 00:00:00.000000000,False
"Ram Dass, Going Home",Documentary,Documentaries,English,Movie,8.1,1.176450742240216,10.502906976744185,7.0,0.0,1.0,2018-04-06 00:00:00.000000000,2018-04-06 00:00:00.000000000,False
